"TIME","GEO","DEG_URB","LEVELS","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2012","Latvia","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","47.8",""
"2012","Latvia","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","53.2",""
"2012","Latvia","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","43.7",""
"2012","Latvia","Towns and suburbs","Fair","Total","16 years or over","Percentage","35.5",""
"2012","Latvia","Towns and suburbs","Fair","Males","16 years or over","Percentage","33.1",""
"2012","Latvia","Towns and suburbs","Fair","Females","16 years or over","Percentage","37.3",""
"2012","Latvia","Towns and suburbs","Bad","Total","16 years or over","Percentage","13.6",""
"2012","Latvia","Towns and suburbs","Bad","Males","16 years or over","Percentage","10.8",""
"2012","Latvia","Towns and suburbs","Bad","Females","16 years or over","Percentage","15.7",""
"2012","Latvia","Towns and suburbs","Very bad","Total","16 years or over","Percentage","3.2",""
"2012","Latvia","Towns and suburbs","Very bad","Males","16 years or over","Percentage","2.9",""
"2012","Latvia","Towns and suburbs","Very bad","Females","16 years or over","Percentage","3.4",""
"2012","Latvia","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","16.7",""
"2012","Latvia","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","13.7",""
"2012","Latvia","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","19.0",""
"2012","Latvia","Rural areas","Very good","Total","16 years or over","Percentage","4.1",""
"2012","Latvia","Rural areas","Very good","Males","16 years or over","Percentage","4.9",""
"2012","Latvia","Rural areas","Very good","Females","16 years or over","Percentage","3.5",""
"2012","Latvia","Rural areas","Good","Total","16 years or over","Percentage","41.3",""
"2012","Latvia","Rural areas","Good","Males","16 years or over","Percentage","44.6",""
"2012","Latvia","Rural areas","Good","Females","16 years or over","Percentage","38.5",""
"2012","Latvia","Rural areas","Very good or good","Total","16 years or over","Percentage","45.5",""
"2012","Latvia","Rural areas","Very good or good","Males","16 years or over","Percentage","49.4",""
"2012","Latvia","Rural areas","Very good or good","Females","16 years or over","Percentage","42.0",""
"2012","Latvia","Rural areas","Fair","Total","16 years or over","Percentage","38.9",""
"2012","Latvia","Rural areas","Fair","Males","16 years or over","Percentage","37.3",""
"2012","Latvia","Rural areas","Fair","Females","16 years or over","Percentage","40.3",""
"2012","Latvia","Rural areas","Bad","Total","16 years or over","Percentage","12.8",""
"2012","Latvia","Rural areas","Bad","Males","16 years or over","Percentage","11.1",""
"2012","Latvia","Rural areas","Bad","Females","16 years or over","Percentage","14.2",""
"2012","Latvia","Rural areas","Very bad","Total","16 years or over","Percentage","2.9",""
"2012","Latvia","Rural areas","Very bad","Males","16 years or over","Percentage","2.2",""
"2012","Latvia","Rural areas","Very bad","Females","16 years or over","Percentage","3.5",""
"2012","Latvia","Rural areas","Bad or very bad","Total","16 years or over","Percentage","15.6",""
"2012","Latvia","Rural areas","Bad or very bad","Males","16 years or over","Percentage","13.3",""
"2012","Latvia","Rural areas","Bad or very bad","Females","16 years or over","Percentage","17.7",""
"2012","Lithuania","Total","Very good","Total","16 years or over","Percentage","7.1",""
"2012","Lithuania","Total","Very good","Males","16 years or over","Percentage","8.6",""
"2012","Lithuania","Total","Very good","Females","16 years or over","Percentage","6.0",""
"2012","Lithuania","Total","Good","Total","16 years or over","Percentage","37.6",""
"2012","Lithuania","Total","Good","Males","16 years or over","Percentage","41.7",""
"2012","Lithuania","Total","Good","Females","16 years or over","Percentage","34.6",""
"2012","Lithuania","Total","Very good or good","Total","16 years or over","Percentage","44.6",""
"2012","Lithuania","Total","Very good or good","Males","16 years or over","Percentage","50.3",""
"2012","Lithuania","Total","Very good or good","Females","16 years or over","Percentage","40.7",""
"2012","Lithuania","Total","Fair","Total","16 years or over","Percentage","34.9",""
"2012","Lithuania","Total","Fair","Males","16 years or over","Percentage","33.2",""
"2012","Lithuania","Total","Fair","Females","16 years or over","Percentage","36.1",""
"2012","Lithuania","Total","Bad","Total","16 years or over","Percentage","16.6",""
"2012","Lithuania","Total","Bad","Males","16 years or over","Percentage","13.6",""
"2012","Lithuania","Total","Bad","Females","16 years or over","Percentage","18.7",""
"2012","Lithuania","Total","Very bad","Total","16 years or over","Percentage","3.9",""
"2012","Lithuania","Total","Very bad","Males","16 years or over","Percentage","2.9",""
"2012","Lithuania","Total","Very bad","Females","16 years or over","Percentage","4.5",""
"2012","Lithuania","Total","Bad or very bad","Total","16 years or over","Percentage","20.4",""
"2012","Lithuania","Total","Bad or very bad","Males","16 years or over","Percentage","16.5",""
"2012","Lithuania","Total","Bad or very bad","Females","16 years or over","Percentage","23.2",""
"2012","Lithuania","Cities","Very good","Total","16 years or over","Percentage","6.5",""
"2012","Lithuania","Cities","Very good","Males","16 years or over","Percentage","7.5",""
"2012","Lithuania","Cities","Very good","Females","16 years or over","Percentage","5.9",""
"2012","Lithuania","Cities","Good","Total","16 years or over","Percentage","42.2",""
"2012","Lithuania","Cities","Good","Males","16 years or over","Percentage","47.0",""
"2012","Lithuania","Cities","Good","Females","16 years or over","Percentage","38.9",""
"2012","Lithuania","Cities","Very good or good","Total","16 years or over","Percentage","48.7",""
"2012","Lithuania","Cities","Very good or good","Males","16 years or over","Percentage","54.5",""
"2012","Lithuania","Cities","Very good or good","Females","16 years or over","Percentage","44.7",""
"2012","Lithuania","Cities","Fair","Total","16 years or over","Percentage","34.8",""
"2012","Lithuania","Cities","Fair","Males","16 years or over","Percentage","33.2",""
"2012","Lithuania","Cities","Fair","Females","16 years or over","Percentage","35.8",""
"2012","Lithuania","Cities","Bad","Total","16 years or over","Percentage","13.5",""
"2012","Lithuania","Cities","Bad","Males","16 years or over","Percentage","10.4",""
"2012","Lithuania","Cities","Bad","Females","16 years or over","Percentage","15.7",""
"2012","Lithuania","Cities","Very bad","Total","16 years or over","Percentage","3.0",""
"2012","Lithuania","Cities","Very bad","Males","16 years or over","Percentage","1.9",""
"2012","Lithuania","Cities","Very bad","Females","16 years or over","Percentage","3.7",""
"2012","Lithuania","Cities","Bad or very bad","Total","16 years or over","Percentage","16.5",""
"2012","Lithuania","Cities","Bad or very bad","Males","16 years or over","Percentage","12.3",""
"2012","Lithuania","Cities","Bad or very bad","Females","16 years or over","Percentage","19.4",""
"2012","Lithuania","Towns and suburbs","Very good","Total","16 years or over","Percentage","9.5",""
"2012","Lithuania","Towns and suburbs","Very good","Males","16 years or over","Percentage","11.8",""
"2012","Lithuania","Towns and suburbs","Very good","Females","16 years or over","Percentage","7.8",""
"2012","Lithuania","Towns and suburbs","Good","Total","16 years or over","Percentage","35.7",""
"2012","Lithuania","Towns and suburbs","Good","Males","16 years or over","Percentage","37.5",""
"2012","Lithuania","Towns and suburbs","Good","Females","16 years or over","Percentage","34.3",""
"2012","Lithuania","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","45.2",""
"2012","Lithuania","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","49.3",""
"2012","Lithuania","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","42.0",""
"2012","Lithuania","Towns and suburbs","Fair","Total","16 years or over","Percentage","34.1",""
"2012","Lithuania","Towns and suburbs","Fair","Males","16 years or over","Percentage","32.4",""
"2012","Lithuania","Towns and suburbs","Fair","Females","16 years or over","Percentage","35.4",""
"2012","Lithuania","Towns and suburbs","Bad","Total","16 years or over","Percentage","16.7",""
"2012","Lithuania","Towns and suburbs","Bad","Males","16 years or over","Percentage","14.7",""
"2012","Lithuania","Towns and suburbs","Bad","Females","16 years or over","Percentage","18.2",""
"2012","Lithuania","Towns and suburbs","Very bad","Total","16 years or over","Percentage","4.1",""
"2012","Lithuania","Towns and suburbs","Very bad","Males","16 years or over","Percentage","3.7",""
"2012","Lithuania","Towns and suburbs","Very bad","Females","16 years or over","Percentage","4.4",""
"2012","Lithuania","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","20.8",""
"2012","Lithuania","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","18.4",""
"2012","Lithuania","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","22.6",""
"2012","Lithuania","Rural areas","Very good","Total","16 years or over","Percentage","7.1",""
"2012","Lithuania","Rural areas","Very good","Males","16 years or over","Percentage","8.9",""
"2012","Lithuania","Rural areas","Very good","Females","16 years or over","Percentage","5.8",""
"2012","Lithuania","Rural areas","Good","Total","16 years or over","Percentage","33.7",""
"2012","Lithuania","Rural areas","Good","Males","16 years or over","Percentage","37.9",""
"2012","Lithuania","Rural areas","Good","Females","16 years or over","Percentage","30.8",""
"2012","Lithuania","Rural areas","Very good or good","Total","16 years or over","Percentage","40.8",""
"2012","Lithuania","Rural areas","Very good or good","Males","16 years or over","Percentage","46.8",""
"2012","Lithuania","Rural areas","Very good or good","Females","16 years or over","Percentage","36.6",""
"2012","Lithuania","Rural areas","Fair","Total","16 years or over","Percentage","35.2",""
"2012","Lithuania","Rural areas","Fair","Males","16 years or over","Percentage","33.4",""
"2012","Lithuania","Rural areas","Fair","Females","16 years or over","Percentage","36.5",""
"2012","Lithuania","Rural areas","Bad","Total","16 years or over","Percentage","19.4",""
"2012","Lithuania","Rural areas","Bad","Males","16 years or over","Percentage","16.3",""
"2012","Lithuania","Rural areas","Bad","Females","16 years or over","Percentage","21.6",""
"2012","Lithuania","Rural areas","Very bad","Total","16 years or over","Percentage","4.6",""
"2012","Lithuania","Rural areas","Very bad","Males","16 years or over","Percentage","3.6",""
"2012","Lithuania","Rural areas","Very bad","Females","16 years or over","Percentage","5.3",""
"2012","Lithuania","Rural areas","Bad or very bad","Total","16 years or over","Percentage","24.0",""
"2012","Lithuania","Rural areas","Bad or very bad","Males","16 years or over","Percentage","19.8",""
"2012","Lithuania","Rural areas","Bad or very bad","Females","16 years or over","Percentage","26.9",""
"2012","Luxembourg","Total","Very good","Total","16 years or over","Percentage","24.5",""
"2012","Luxembourg","Total","Very good","Males","16 years or over","Percentage","26.0",""
"2012","Luxembourg","Total","Very good","Females","16 years or over","Percentage","23.0",""
"2012","Luxembourg","Total","Good","Total","16 years or over","Percentage","49.3",""
"2012","Luxembourg","Total","Good","Males","16 years or over","Percentage","49.1",""
"2012","Luxembourg","Total","Good","Females","16 years or over","Percentage","49.6",""
"2012","Luxembourg","Total","Very good or good","Total","16 years or over","Percentage","73.9",""
"2012","Luxembourg","Total","Very good or good","Males","16 years or over","Percentage","75.2",""
"2012","Luxembourg","Total","Very good or good","Females","16 years or over","Percentage","72.6",""
"2012","Luxembourg","Total","Fair","Total","16 years or over","Percentage","18.8",""
"2012","Luxembourg","Total","Fair","Males","16 years or over","Percentage","18.5",""
"2012","Luxembourg","Total","Fair","Females","16 years or over","Percentage","19.2",""
"2012","Luxembourg","Total","Bad","Total","16 years or over","Percentage","5.8",""
"2012","Luxembourg","Total","Bad","Males","16 years or over","Percentage","5.0",""
"2012","Luxembourg","Total","Bad","Females","16 years or over","Percentage","6.6",""
"2012","Luxembourg","Total","Very bad","Total","16 years or over","Percentage","1.6",""
"2012","Luxembourg","Total","Very bad","Males","16 years or over","Percentage","1.4",""
"2012","Luxembourg","Total","Very bad","Females","16 years or over","Percentage","1.7",""
"2012","Luxembourg","Total","Bad or very bad","Total","16 years or over","Percentage","7.3",""
"2012","Luxembourg","Total","Bad or very bad","Males","16 years or over","Percentage","6.4",""
"2012","Luxembourg","Total","Bad or very bad","Females","16 years or over","Percentage","8.3",""
"2012","Luxembourg","Cities","Very good","Total","16 years or over","Percentage","27.4",""
"2012","Luxembourg","Cities","Very good","Males","16 years or over","Percentage","26.4",""
"2012","Luxembourg","Cities","Very good","Females","16 years or over","Percentage","28.4",""
"2012","Luxembourg","Cities","Good","Total","16 years or over","Percentage","48.5",""
"2012","Luxembourg","Cities","Good","Males","16 years or over","Percentage","50.3",""
"2012","Luxembourg","Cities","Good","Females","16 years or over","Percentage","46.8",""
"2012","Luxembourg","Cities","Very good or good","Total","16 years or over","Percentage","76.0",""
"2012","Luxembourg","Cities","Very good or good","Males","16 years or over","Percentage","76.7",""
"2012","Luxembourg","Cities","Very good or good","Females","16 years or over","Percentage","75.2",""
"2012","Luxembourg","Cities","Fair","Total","16 years or over","Percentage","17.9",""
"2012","Luxembourg","Cities","Fair","Males","16 years or over","Percentage","18.8",""
"2012","Luxembourg","Cities","Fair","Females","16 years or over","Percentage","17.1",""
"2012","Luxembourg","Cities","Bad","Total","16 years or over","Percentage","5.1",""
"2012","Luxembourg","Cities","Bad","Males","16 years or over","Percentage","4.0",""
"2012","Luxembourg","Cities","Bad","Females","16 years or over","Percentage","6.2",""
"2012","Luxembourg","Cities","Very bad","Total","16 years or over","Percentage","1.0",""
"2012","Luxembourg","Cities","Very bad","Males","16 years or over","Percentage","0.5",""
"2012","Luxembourg","Cities","Very bad","Females","16 years or over","Percentage","1.5",""
"2012","Luxembourg","Cities","Bad or very bad","Total","16 years or over","Percentage","6.1",""
"2012","Luxembourg","Cities","Bad or very bad","Males","16 years or over","Percentage","4.5",""
"2012","Luxembourg","Cities","Bad or very bad","Females","16 years or over","Percentage","7.7",""
"2012","Luxembourg","Towns and suburbs","Very good","Total","16 years or over","Percentage","24.3",""
"2012","Luxembourg","Towns and suburbs","Very good","Males","16 years or over","Percentage","26.2",""
"2012","Luxembourg","Towns and suburbs","Very good","Females","16 years or over","Percentage","22.5",""
"2012","Luxembourg","Towns and suburbs","Good","Total","16 years or over","Percentage","46.0",""
"2012","Luxembourg","Towns and suburbs","Good","Males","16 years or over","Percentage","45.9",""
"2012","Luxembourg","Towns and suburbs","Good","Females","16 years or over","Percentage","46.1",""
"2012","Luxembourg","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","70.3",""
"2012","Luxembourg","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","72.1",""
"2012","Luxembourg","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","68.6",""
"2012","Luxembourg","Towns and suburbs","Fair","Total","16 years or over","Percentage","21.0",""
"2012","Luxembourg","Towns and suburbs","Fair","Males","16 years or over","Percentage","19.8",""
"2012","Luxembourg","Towns and suburbs","Fair","Females","16 years or over","Percentage","22.1",""
"2012","Luxembourg","Towns and suburbs","Bad","Total","16 years or over","Percentage","6.6",""
"2012","Luxembourg","Towns and suburbs","Bad","Males","16 years or over","Percentage","6.1",""
"2012","Luxembourg","Towns and suburbs","Bad","Females","16 years or over","Percentage","7.0",""
"2012","Luxembourg","Towns and suburbs","Very bad","Total","16 years or over","Percentage","2.2",""
"2012","Luxembourg","Towns and suburbs","Very bad","Males","16 years or over","Percentage","2.0",""
"2012","Luxembourg","Towns and suburbs","Very bad","Females","16 years or over","Percentage","2.4",""
"2012","Luxembourg","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","8.7",""
"2012","Luxembourg","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","8.1",""
"2012","Luxembourg","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","9.4",""
"2012","Luxembourg","Rural areas","Very good","Total","16 years or over","Percentage","23.7",""
"2012","Luxembourg","Rural areas","Very good","Males","16 years or over","Percentage","25.8",""
"2012","Luxembourg","Rural areas","Very good","Females","16 years or over","Percentage","21.5",""
"2012","Luxembourg","Rural areas","Good","Total","16 years or over","Percentage","52.2",""
"2012","Luxembourg","Rural areas","Good","Males","16 years or over","Percentage","51.1",""
"2012","Luxembourg","Rural areas","Good","Females","16 years or over","Percentage","53.4",""
"2012","Luxembourg","Rural areas","Very good or good","Total","16 years or over","Percentage","75.9",""
"2012","Luxembourg","Rural areas","Very good or good","Males","16 years or over","Percentage","76.9",""
"2012","Luxembourg","Rural areas","Very good or good","Females","16 years or over","Percentage","74.8",""
"2012","Luxembourg","Rural areas","Fair","Total","16 years or over","Percentage","17.5",""
"2012","Luxembourg","Rural areas","Fair","Males","16 years or over","Percentage","17.4",""
"2012","Luxembourg","Rural areas","Fair","Females","16 years or over","Percentage","17.6",""
"2012","Luxembourg","Rural areas","Bad","Total","16 years or over","Percentage","5.4",""
"2012","Luxembourg","Rural areas","Bad","Males","16 years or over","Percentage","4.5",""
"2012","Luxembourg","Rural areas","Bad","Females","16 years or over","Percentage","6.4",""
"2012","Luxembourg","Rural areas","Very bad","Total","16 years or over","Percentage","1.2",""
"2012","Luxembourg","Rural areas","Very bad","Males","16 years or over","Percentage","1.3",""
"2012","Luxembourg","Rural areas","Very bad","Females","16 years or over","Percentage","1.2",""
"2012","Luxembourg","Rural areas","Bad or very bad","Total","16 years or over","Percentage","6.7",""
"2012","Luxembourg","Rural areas","Bad or very bad","Males","16 years or over","Percentage","5.7",""
"2012","Luxembourg","Rural areas","Bad or very bad","Females","16 years or over","Percentage","7.6",""
"2012","Hungary","Total","Very good","Total","16 years or over","Percentage","15.9",""
"2012","Hungary","Total","Very good","Males","16 years or over","Percentage","18.3",""
"2012","Hungary","Total","Very good","Females","16 years or over","Percentage","13.8",""
"2012","Hungary","Total","Good","Total","16 years or over","Percentage","41.3",""
"2012","Hungary","Total","Good","Males","16 years or over","Percentage","43.4",""
"2012","Hungary","Total","Good","Females","16 years or over","Percentage","39.4",""
"2012","Hungary","Total","Very good or good","Total","16 years or over","Percentage","57.2",""
"2012","Hungary","Total","Very good or good","Males","16 years or over","Percentage","61.7",""
"2012","Hungary","Total","Very good or good","Females","16 years or over","Percentage","53.2",""
"2012","Hungary","Total","Fair","Total","16 years or over","Percentage","26.5",""
"2012","Hungary","Total","Fair","Males","16 years or over","Percentage","24.5",""
"2012","Hungary","Total","Fair","Females","16 years or over","Percentage","28.2",""
"2012","Hungary","Total","Bad","Total","16 years or over","Percentage","12.5",""
"2012","Hungary","Total","Bad","Males","16 years or over","Percentage","10.8",""
"2012","Hungary","Total","Bad","Females","16 years or over","Percentage","13.9",""
"2012","Hungary","Total","Very bad","Total","16 years or over","Percentage","3.8",""
"2012","Hungary","Total","Very bad","Males","16 years or over","Percentage","3.0",""
"2012","Hungary","Total","Very bad","Females","16 years or over","Percentage","4.6",""
"2012","Hungary","Total","Bad or very bad","Total","16 years or over","Percentage","16.3",""
"2012","Hungary","Total","Bad or very bad","Males","16 years or over","Percentage","13.8",""
"2012","Hungary","Total","Bad or very bad","Females","16 years or over","Percentage","18.5",""
"2012","Hungary","Cities","Very good","Total","16 years or over","Percentage","18.7",""
"2012","Hungary","Cities","Very good","Males","16 years or over","Percentage","21.7",""
"2012","Hungary","Cities","Very good","Females","16 years or over","Percentage","16.2",""
"2012","Hungary","Cities","Good","Total","16 years or over","Percentage","40.5",""
"2012","Hungary","Cities","Good","Males","16 years or over","Percentage","42.7",""
"2012","Hungary","Cities","Good","Females","16 years or over","Percentage","38.7",""
"2012","Hungary","Cities","Very good or good","Total","16 years or over","Percentage","59.3",""
"2012","Hungary","Cities","Very good or good","Males","16 years or over","Percentage","64.4",""
"2012","Hungary","Cities","Very good or good","Females","16 years or over","Percentage","54.9",""
"2012","Hungary","Cities","Fair","Total","16 years or over","Percentage","26.6",""
"2012","Hungary","Cities","Fair","Males","16 years or over","Percentage","24.3",""
"2012","Hungary","Cities","Fair","Females","16 years or over","Percentage","28.5",""
"2012","Hungary","Cities","Bad","Total","16 years or over","Percentage","10.6",""
"2012","Hungary","Cities","Bad","Males","16 years or over","Percentage","8.6",""
"2012","Hungary","Cities","Bad","Females","16 years or over","Percentage","12.2",""
"2012","Hungary","Cities","Very bad","Total","16 years or over","Percentage","3.6",""
"2012","Hungary","Cities","Very bad","Males","16 years or over","Percentage","2.7",""
"2012","Hungary","Cities","Very bad","Females","16 years or over","Percentage","4.3",""
"2012","Hungary","Cities","Bad or very bad","Total","16 years or over","Percentage","14.2",""
"2012","Hungary","Cities","Bad or very bad","Males","16 years or over","Percentage","11.3",""
"2012","Hungary","Cities","Bad or very bad","Females","16 years or over","Percentage","16.6",""
"2012","Hungary","Towns and suburbs","Very good","Total","16 years or over","Percentage","14.5",""
"2012","Hungary","Towns and suburbs","Very good","Males","16 years or over","Percentage","15.9",""
"2012","Hungary","Towns and suburbs","Very good","Females","16 years or over","Percentage","13.2",""
"2012","Hungary","Towns and suburbs","Good","Total","16 years or over","Percentage","42.7",""
"2012","Hungary","Towns and suburbs","Good","Males","16 years or over","Percentage","45.3",""
"2012","Hungary","Towns and suburbs","Good","Females","16 years or over","Percentage","40.5",""
"2012","Hungary","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","57.1",""
"2012","Hungary","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","61.2",""
"2012","Hungary","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","53.7",""
"2012","Hungary","Towns and suburbs","Fair","Total","16 years or over","Percentage","27.2",""
"2012","Hungary","Towns and suburbs","Fair","Males","16 years or over","Percentage","25.8",""
"2012","Hungary","Towns and suburbs","Fair","Females","16 years or over","Percentage","28.3",""
"2012","Hungary","Towns and suburbs","Bad","Total","16 years or over","Percentage","12.3",""
"2012","Hungary","Towns and suburbs","Bad","Males","16 years or over","Percentage","10.4",""
"2012","Hungary","Towns and suburbs","Bad","Females","16 years or over","Percentage","13.8",""
"2012","Hungary","Towns and suburbs","Very bad","Total","16 years or over","Percentage","3.5",""
"2012","Hungary","Towns and suburbs","Very bad","Males","16 years or over","Percentage","2.6",""
"2012","Hungary","Towns and suburbs","Very bad","Females","16 years or over","Percentage","4.2",""
"2012","Hungary","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","15.7",""
"2012","Hungary","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","13.0",""
"2012","Hungary","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","18.0",""
"2012","Hungary","Rural areas","Very good","Total","16 years or over","Percentage","14.9",""
"2012","Hungary","Rural areas","Very good","Males","16 years or over","Percentage","17.7",""
"2012","Hungary","Rural areas","Very good","Females","16 years or over","Percentage","12.3",""
"2012","Hungary","Rural areas","Good","Total","16 years or over","Percentage","40.6",""
"2012","Hungary","Rural areas","Good","Males","16 years or over","Percentage","42.3",""
"2012","Hungary","Rural areas","Good","Females","16 years or over","Percentage","39.0",""
"2012","Hungary","Rural areas","Very good or good","Total","16 years or over","Percentage","55.5",""
"2012","Hungary","Rural areas","Very good or good","Males","16 years or over","Percentage","60.0",""
"2012","Hungary","Rural areas","Very good or good","Females","16 years or over","Percentage","51.4",""
"2012","Hungary","Rural areas","Fair","Total","16 years or over","Percentage","25.9",""
"2012","Hungary","Rural areas","Fair","Males","16 years or over","Percentage","23.6",""
"2012","Hungary","Rural areas","Fair","Females","16 years or over","Percentage","27.9",""
"2012","Hungary","Rural areas","Bad","Total","16 years or over","Percentage","14.2",""
"2012","Hungary","Rural areas","Bad","Males","16 years or over","Percentage","12.9",""
"2012","Hungary","Rural areas","Bad","Females","16 years or over","Percentage","15.5",""
"2012","Hungary","Rural areas","Very bad","Total","16 years or over","Percentage","4.4",""
"2012","Hungary","Rural areas","Very bad","Males","16 years or over","Percentage","3.5",""
"2012","Hungary","Rural areas","Very bad","Females","16 years or over","Percentage","5.2",""
"2012","Hungary","Rural areas","Bad or very bad","Total","16 years or over","Percentage","18.6",""
"2012","Hungary","Rural areas","Bad or very bad","Males","16 years or over","Percentage","16.4",""
"2012","Hungary","Rural areas","Bad or very bad","Females","16 years or over","Percentage","20.7",""
"2012","Malta","Total","Very good","Total","16 years or over","Percentage","19.1",""
"2012","Malta","Total","Very good","Males","16 years or over","Percentage","19.8",""
"2012","Malta","Total","Very good","Females","16 years or over","Percentage","18.4",""
"2012","Malta","Total","Good","Total","16 years or over","Percentage","53.0",""
"2012","Malta","Total","Good","Males","16 years or over","Percentage","53.7",""
"2012","Malta","Total","Good","Females","16 years or over","Percentage","52.3",""
"2012","Malta","Total","Very good or good","Total","16 years or over","Percentage","72.1",""
"2012","Malta","Total","Very good or good","Males","16 years or over","Percentage","73.5",""
"2012","Malta","Total","Very good or good","Females","16 years or over","Percentage","70.7",""
"2012","Malta","Total","Fair","Total","16 years or over","Percentage","24.3",""
"2012","Malta","Total","Fair","Males","16 years or over","Percentage","23.6",""
"2012","Malta","Total","Fair","Females","16 years or over","Percentage","24.9",""
"2012","Malta","Total","Bad","Total","16 years or over","Percentage","3.2",""
"2012","Malta","Total","Bad","Males","16 years or over","Percentage","2.5",""
"2012","Malta","Total","Bad","Females","16 years or over","Percentage","3.8",""
"2012","Malta","Total","Very bad","Total","16 years or over","Percentage","0.5",""
"2012","Malta","Total","Very bad","Males","16 years or over","Percentage","0.3",""
"2012","Malta","Total","Very bad","Females","16 years or over","Percentage","0.6",""
"2012","Malta","Total","Bad or very bad","Total","16 years or over","Percentage","3.6",""
"2012","Malta","Total","Bad or very bad","Males","16 years or over","Percentage","2.9",""
"2012","Malta","Total","Bad or very bad","Females","16 years or over","Percentage","4.4",""
"2012","Malta","Cities","Very good","Total","16 years or over","Percentage","19.5",""
"2012","Malta","Cities","Very good","Males","16 years or over","Percentage","20.3",""
"2012","Malta","Cities","Very good","Females","16 years or over","Percentage","18.7",""
"2012","Malta","Cities","Good","Total","16 years or over","Percentage","53.1",""
"2012","Malta","Cities","Good","Males","16 years or over","Percentage","53.9",""
"2012","Malta","Cities","Good","Females","16 years or over","Percentage","52.4",""
"2012","Malta","Cities","Very good or good","Total","16 years or over","Percentage","72.6",""
"2012","Malta","Cities","Very good or good","Males","16 years or over","Percentage","74.1",""
"2012","Malta","Cities","Very good or good","Females","16 years or over","Percentage","71.1",""
"2012","Malta","Cities","Fair","Total","16 years or over","Percentage","23.8",""
"2012","Malta","Cities","Fair","Males","16 years or over","Percentage","23.1",""
"2012","Malta","Cities","Fair","Females","16 years or over","Percentage","24.5",""
"2012","Malta","Cities","Bad","Total","16 years or over","Percentage","3.1",""
"2012","Malta","Cities","Bad","Males","16 years or over","Percentage","2.4",""
"2012","Malta","Cities","Bad","Females","16 years or over","Percentage","3.7",""
"2012","Malta","Cities","Very bad","Total","16 years or over","Percentage","0.5",""
"2012","Malta","Cities","Very bad","Males","16 years or over","Percentage","0.4",""
"2012","Malta","Cities","Very bad","Females","16 years or over","Percentage","0.6",""
"2012","Malta","Cities","Bad or very bad","Total","16 years or over","Percentage","3.6",""
"2012","Malta","Cities","Bad or very bad","Males","16 years or over","Percentage","2.8",""
"2012","Malta","Cities","Bad or very bad","Females","16 years or over","Percentage","4.4",""
"2012","Malta","Towns and suburbs","Very good","Total","16 years or over","Percentage","16.3",""
"2012","Malta","Towns and suburbs","Very good","Males","16 years or over","Percentage","16.4",""
"2012","Malta","Towns and suburbs","Very good","Females","16 years or over","Percentage","16.3",""
"2012","Malta","Towns and suburbs","Good","Total","16 years or over","Percentage","51.8",""
"2012","Malta","Towns and suburbs","Good","Males","16 years or over","Percentage","52.4",""
"2012","Malta","Towns and suburbs","Good","Females","16 years or over","Percentage","51.2",""
"2012","Malta","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","68.1",""
"2012","Malta","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","68.7",""
"2012","Malta","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","67.5",""
"2012","Malta","Towns and suburbs","Fair","Total","16 years or over","Percentage","27.9",""
"2012","Malta","Towns and suburbs","Fair","Males","16 years or over","Percentage","28.0",""
"2012","Malta","Towns and suburbs","Fair","Females","16 years or over","Percentage","27.9",""
"2012","Malta","Towns and suburbs","Bad","Total","16 years or over","Percentage","3.7",""
"2012","Malta","Towns and suburbs","Bad","Males","16 years or over","Percentage","3.1",""
"2012","Malta","Towns and suburbs","Bad","Females","16 years or over","Percentage","4.4",""
"2012","Malta","Towns and suburbs","Very bad","Total","16 years or over","Percentage","0.3",""
"2012","Malta","Towns and suburbs","Very bad","Males","16 years or over","Percentage","0.2",""
"2012","Malta","Towns and suburbs","Very bad","Females","16 years or over","Percentage","0.3",""
