"TIME","GEO","ISCED11","AGE","SEX","LEVELS","UNIT","Value","Flag and Footnotes"
"2011","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","43.7",""
"2011","Ireland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","39.9",""
"2011","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","83.5",""
"2011","Ireland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","13.6",""
"2011","Ireland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","2.4",""
"2011","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.4",""
"2011","Ireland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","2.8",""
"2011","Greece","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","51.4",""
"2011","Greece","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","26.1",""
"2011","Greece","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","77.4",""
"2011","Greece","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","14.4",""
"2011","Greece","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.9",""
"2011","Greece","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.4",""
"2011","Greece","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.2",""
"2011","Spain","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","22.6",""
"2011","Spain","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","55.4",""
"2011","Spain","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","78.0",""
"2011","Spain","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.0",""
"2011","Spain","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.6",""
"2011","Spain","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.5",""
"2011","Spain","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","6.1",""
"2011","France","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","22.7",""
"2011","France","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.0",""
"2011","France","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","67.7",""
"2011","France","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.6",""
"2011","France","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.5",""
"2011","France","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.2",""
"2011","France","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.7",""
"2011","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","16.5",""
"2011","Croatia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","30.1",""
"2011","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","46.6",""
"2011","Croatia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","26.9",""
"2011","Croatia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","21.1",""
"2011","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","5.4",""
"2011","Croatia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","26.5",""
"2011","Italy","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","13.4",""
"2011","Italy","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","52.3",""
"2011","Italy","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","65.7",""
"2011","Italy","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.4",""
"2011","Italy","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","9.4",""
"2011","Italy","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.5",""
"2011","Italy","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","11.9",""
"2011","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","47.4",""
"2011","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","28.8",""
"2011","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","76.2",""
"2011","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.2",""
"2011","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.2",""
"2011","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.3",""
"2011","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.5",""
"2011","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","3.9",""
"2011","Latvia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","42.3",""
"2011","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","46.2",""
"2011","Latvia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","36.3",""
"2011","Latvia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","14.0",""
"2011","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.4",""
"2011","Latvia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","17.5",""
"2011","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","6.6",""
"2011","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","37.6",""
"2011","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","44.3",""
"2011","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","36.1",""
"2011","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","15.9",""
"2011","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.7",""
"2011","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","19.6",""
"2011","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","26.2",""
"2011","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","46.7",""
"2011","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","72.9",""
"2011","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","19.3",""
"2011","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.4",""
"2011","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.4",""
"2011","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.7",""
"2011","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","16.1",""
"2011","Hungary","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","39.7",""
"2011","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","55.8",""
"2011","Hungary","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","27.9",""
"2011","Hungary","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","12.3",""
"2011","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.9",""
"2011","Hungary","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","16.2",""
"2011","Malta","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","23.3",""
"2011","Malta","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.0",""
"2011","Malta","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","70.3",""
"2011","Malta","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","25.5",""
"2011","Malta","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","3.5",""
"2011","Malta","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.6",""
"2011","Malta","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","4.1",""
"2011","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","20.9",""
"2011","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","55.4",""
"2011","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","76.3",""
"2011","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","17.9",""
"2011","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.9",""
"2011","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.8",""
"2011","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","5.7",""
"2011","Austria","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","30.9",""
"2011","Austria","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","37.9",""
"2011","Austria","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.8",""
"2011","Austria","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.8",""
"2011","Austria","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.4",""
"2011","Austria","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.0",""
"2011","Austria","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.4",""
"2011","Poland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","18.0",""
"2011","Poland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","39.9",""
"2011","Poland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","57.9",""
"2011","Poland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","27.5",""
"2011","Poland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","12.3",""
"2011","Poland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.4",""
"2011","Poland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","14.7",""
"2011","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","10.4",""
"2011","Portugal","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","44.0",""
"2011","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","54.4",""
"2011","Portugal","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","31.9",""
"2011","Portugal","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","10.3",""
"2011","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.4",""
"2011","Portugal","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","13.7",""
"2011","Romania","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","26.1",""
"2011","Romania","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","42.3",""
"2011","Romania","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.4",""
"2011","Romania","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.3",""
"2011","Romania","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.5",""
"2011","Romania","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.8",""
"2011","Romania","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.2",""
"2011","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","18.8",""
"2011","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","41.9",""
"2011","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","60.7",""
"2011","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","26.1",""
"2011","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","10.3",""
"2011","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.9",""
"2011","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","13.2",""
"2011","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","19.2",""
"2011","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","44.3",""
"2011","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","63.6",""
"2011","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.2",""
"2011","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","10.3",""
"2011","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.9",""
"2011","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","13.2",""
"2011","Finland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.7",""
"2011","Finland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.4",""
"2011","Finland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.0",""
"2011","Finland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.6",""
"2011","Finland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.2",""
"2011","Finland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.2",""
"2011","Finland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.4",""
"2011","Sweden","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","37.3",""
"2011","Sweden","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","41.3",""
"2011","Sweden","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","78.6",""
"2011","Sweden","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.3",""
"2011","Sweden","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.0",""
"2011","Sweden","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.1",""
"2011","Sweden","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","5.1",""
"2011","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","35.7",""
"2011","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","41.9",""
"2011","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","77.5",""
"2011","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.8",""
"2011","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.6",""
"2011","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.1",""
"2011","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","5.7",""
"2011","Iceland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","41.5",""
"2011","Iceland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","36.2",""
"2011","Iceland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","77.7",""
"2011","Iceland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.0",""
"2011","Iceland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.8",""
"2011","Iceland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.5",""
"2011","Iceland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","6.3",""
"2011","Norway","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","24.5",""
"2011","Norway","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","48.9",""
"2011","Norway","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","73.4",""
"2011","Norway","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","18.1",""
"2011","Norway","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.3",""
"2011","Norway","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.2",""
"2011","Norway","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.5",""
"2011","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","31.5",""
"2011","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","49.8",""
"2011","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","81.3",""
"2011","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","15.2",""
"2011","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","2.8",""
"2011","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.7",""
"2011","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","3.5",""
"2011","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage",":",""
"2011","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage",":",""
"2011","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage",":",""
"2011","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
"2011","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage",":",""
"2011","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage",":",""
"2011","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage",":",""
"2011","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","30.4",""
"2011","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","44.4",""
"2011","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","74.8",""
"2011","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.0",""
"2011","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","8.0",""
"2011","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.2",""
"2011","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.3",""
"2011","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage",":",""
"2011","Serbia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage",":",""
"2011","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage",":",""
"2011","Serbia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
"2011","Serbia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage",":",""
"2011","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage",":",""
"2011","Serbia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage",":",""
"2011","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","13.8",""
"2011","Turkey","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","60.1",""
"2011","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","73.8",""
"2011","Turkey","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","18.4",""
"2011","Turkey","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.0",""
"2011","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.9",""
"2011","Turkey","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.8",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","23.8",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.1",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.9",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.6",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.6",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.5",""
"2012","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.7","e"
"2012","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","46.3","e"
"2012","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","67.9","e"
"2012","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.3","e"
"2012","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.8","e"
"2012","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9","e"
"2012","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.7","e"
"2012","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","23.8",""
"2012","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.1",""
"2012","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.9",""
"2012","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.6",""
"2012","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.6",""
"2012","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2012","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.5",""
"2012","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","23.8",""
"2012","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.2",""
"2012","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.0",""
"2012","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.6",""
"2012","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.5",""
"2012","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2012","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.4",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.8","e"
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.7","e"
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.5","e"
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.6","e"
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.1","e"
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7","e"
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.8","e"
"2012","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.6",""
"2012","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.6",""
"2012","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.2",""
"2012","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.8",""
"2012","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.2",""
"2012","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.8",""
"2012","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.0",""
"2012","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.7",""
"2012","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.7",""
"2012","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.4",""
"2012","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.7",""
"2012","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.1",""
"2012","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2012","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.9",""
"2012","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","31.2",""
"2012","Belgium","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","43.6",""
"2012","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","74.7",""
"2012","Belgium","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.5",""
"2012","Belgium","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.2",""
"2012","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.5",""
"2012","Belgium","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.7",""
"2012","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","18.1",""
"2012","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","48.9",""
"2012","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","67.0",""
"2012","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.4",""
"2012","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","9.0",""
"2012","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.5",""
"2012","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","11.5",""
"2012","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","19.1",""
"2012","Czechia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","41.4",""
"2012","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","60.5",""
"2012","Czechia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","26.7",""
"2012","Czechia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","10.3",""
